sex herdyear abattoir classifier herd age ageQuadrat yearsaison breedcomb prodsystem calfcull controlcull ageVK slaughterCategory branding cccn ccco ccan ccas ccao ccvn ccvo cwcn cwco cwan cwas cwao cwvn cwvo cfcn cfco cfan cfas cfao cfvn cfvo cacn caco caan caas caao cavn cavo Effekt_HeterosisSumHet Effekt_RekombinationSumRec
3 146 3 26 151 165 27225 4 37 3 0 0 0 KV 1 5 0 0 0 0 0 0 1.35 0 0 0 0 0 0 4 0 0 0 0 0 0 1.65 0 0 0 0 0 0 3 4
2 141 3 21 151 298 88804 1 31 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.21 0 0 0 0 0 0 3 0 0 0 0 0 0 2.98 0 0 0 0 4 4
3 141 3 27 151 309 95481 1 37 2 0 0 0 RG 2 0 0 6 0 0 0 0 0 0 1.83 0 0 0 0 0 0 5 0 0 0 0 0 0 3.09 0 0 0 0 3 4
1 146 3 26 151 160 25600 4 31 3 0 0 0 KV 1 6 0 0 0 0 0 0 1.18 0 0 0 0 0 0 2 0 0 0 0 0 0 1.60 0 0 0 0 0 0 4 4
3 141 3 27 151 303 91809 1 37 2 0 0 0 RG 2 0 0 5 0 0 0 0 0 0 1.80 0 0 0 0 0 0 4 0 0 0 0 0 0 3.03 0 0 0 0 3 3
2 141 3 21 151 329 108241 1 37 2 0 0 0 OB 2 0 0 6 0 0 0 0 0 0 2.02 0 0 0 0 0 0 3 0 0 0 0 0 0 3.29 0 0 0 0 4 4
2 141 3 21 151 290 84100 1 37 2 0 0 0 OB 2 0 0 7 0 0 0 0 0 0 2.21 0 0 0 0 0 0 4 0 0 0 0 0 0 2.90 0 0 0 0 3 4
2 141 3 21 151 288 82944 1 37 2 0 0 0 OB 2 0 0 4 0 0 0 0 0 0 1.96 0 0 0 0 0 0 3 0 0 0 0 0 0 2.88 0 0 0 0 3 4
3 141 3 27 151 321 103041 1 31 2 0 0 0 RG 2 0 0 5 0 0 0 0 0 0 1.85 0 0 0 0 0 0 3 0 0 0 0 0 0 3.21 0 0 0 0 4 4
2 141 3 21 151 313 97969 1 31 2 0 0 0 OB 2 0 0 4 0 0 0 0 0 0 1.97 0 0 0 0 0 0 3 0 0 0 0 0 0 3.13 0 0 0 0 4 4
2 141 3 21 151 311 96721 1 37 2 0 0 0 OB 2 0 0 6 0 0 0 0 0 0 2.59 0 0 0 0 0 0 4 0 0 0 0 0 0 3.11 0 0 0 0 3 4
3 141 3 27 151 331 109561 1 31 2 0 0 0 RG 2 0 0 6 0 0 0 0 0 0 1.86 0 0 0 0 0 0 4 0 0 0 0 0 0 3.31 0 0 0 0 4 4
2 141 3 21 151 314 98596 1 37 2 0 0 0 OB 2 0 0 5 0 0 0 0 0 0 1.96 0 0 0 0 0 0 3 0 0 0 0 0 0 3.14 0 0 0 0 3 4
3 141 3 27 151 314 98596 1 37 2 0 0 0 RG 2 0 0 5 0 0 0 0 0 0 1.83 0 0 0 0 0 0 3 0 0 0 0 0 0 3.14 0 0 0 0 3 4
2 141 3 21 151 311 96721 1 31 2 0 0 0 OB 2 0 0 6 0 0 0 0 0 0 2.01 0 0 0 0 0 0 4 0 0 0 0 0 0 3.11 0 0 0 0 4 4
3 141 3 27 151 309 95481 1 37 2 0 0 0 RG 2 0 0 5 0 0 0 0 0 0 1.73 0 0 0 0 0 0 3 0 0 0 0 0 0 3.09 0 0 0 0 3 4
2 141 3 26 151 153 23409 4 31 3 0 0 0 KV 1 6 0 0 0 0 0 0 1.38 0 0 0 0 0 0 3 0 0 0 0 0 0 1.53 0 0 0 0 0 0 4 5
1 4 4 6 8 393 154449 2 10 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 3.03 0 0 0 0 0 0 3 0 0 0 0 0 0 3.93 0 0 3 5
3 45 1 1 28 419 175561 1 3 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 2.76 0 0 0 0 0 0 3 0 0 0 0 0 0 4.19 0 0 6 3
1 39 1 1 26 435 189225 4 3 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.14 0 0 0 0 0 0 3 0 0 0 0 0 0 4.35 0 0 6 4
3 29 6 9 57 143 20449 4 19 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.49 0 0 0 0 0 0 4 0 0 0 0 0 0 1.43 0 0 0 0 0 6 2
1 45 3 5 26 384 147456 1 23 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.08 0 0 0 0 0 0 1 0 0 0 0 0 0 3.84 0 0 6 2
1 191 6 7 119 170 28900 4 10 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.22 0 0 0 0 0 0 2 0 0 0 0 0 0 1.70 0 0 0 0 0 3 5
1 1 5 20 1 171 29241 1 32 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.46 0 0 0 0 0 0 3 0 0 0 0 0 0 1.71 0 0 0 0 0 3 4
1 10 6 5 5 129 16641 3 10 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 0.96 0 0 0 0 0 0 2 0 0 0 0 0 0 1.29 0 0 0 0 0 4 6
1 157 1 1 3 141 19881 1 9 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.06 0 0 0 0 0 0 1 0 0 0 0 0 0 1.41 0 0 0 0 0 2 2
1 25 1 12 29 414 171396 1 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.10 0 0 0 0 0 0 3 0 0 0 0 0 0 4.14 0 0 6 2
1 1 5 20 1 155 24025 1 11 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.39 0 0 0 0 0 0 3 0 0 0 0 0 0 1.55 0 0 0 0 0 4 4
1 1 5 20 1 151 22801 1 11 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.39 0 0 0 0 0 0 3 0 0 0 0 0 0 1.51 0 0 0 0 0 4 4
1 46 6 3 18 136 18496 3 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.14 0 0 0 0 0 0 2 0 0 0 0 0 0 1.36 0 0 0 0 0 2 2
3 39 6 2 56 522 272484 3 3 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 3.13 0 0 0 0 0 0 4 0 0 0 0 0 0 5.22 0 0 6 3
3 88 3 6 44 146 21316 3 22 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.29 0 0 0 0 0 0 3 0 0 0 0 0 0 1.46 0 0 0 0 0 1 1
3 88 3 28 44 142 20164 3 22 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.05 0 0 0 0 0 0 2 0 0 0 0 0 0 1.42 0 0 0 0 0 1 1
3 87 4 41 155 151 22801 4 19 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.43 0 0 0 0 0 0 3 0 0 0 0 0 0 1.51 0 0 0 0 0 6 2
3 13 4 23 108 602 362404 3 7 1 0 0 0 RG conventional 0 0 0 0 5 0 0 0 0 0 0 2.40 0 0 0 0 0 0 3 0 0 0 0 0 0 6.02 0 0 6 3
3 6 1 3 39 136 18496 3 7 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.05 0 0 0 0 0 0 3 0 0 0 0 0 0 1.36 0 0 0 0 0 6 4
1 24 6 7 43 171 29241 4 10 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.28 0 0 0 0 0 0 3 0 0 0 0 0 0 1.71 0 0 0 0 0 3 5
1 46 6 9 18 168 28224 1 32 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.41 0 0 0 0 0 0 3 0 0 0 0 0 0 1.68 0 0 0 0 0 3 4
1 61 1 1 52 404 163216 4 7 1 0 0 0 MT conventional 0 0 0 0 5 0 0 0 0 0 0 2.86 0 0 0 0 0 0 3 0 0 0 0 0 0 4.04 0 0 6 3
1 65 1 1 50 443 196249 2 19 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.13 0 0 0 0 0 0 2 0 0 0 0 0 0 4.43 0 0 6 2
1 85 1 12 52 395 156025 3 19 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.02 0 0 0 0 0 0 3 0 0 0 0 0 0 3.95 0 0 6 2
1 63 1 11 52 454 206116 2 19 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.52 0 0 0 0 0 0 3 0 0 0 0 0 0 4.54 0 0 6 3
1 63 1 11 52 379 143641 2 19 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.11 0 0 0 0 0 0 3 0 0 0 0 0 0 3.79 0 0 6 2
1 21 5 7 11 184 33856 4 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.30 0 0 0 0 0 0 2 0 0 0 0 0 0 1.84 0 0 0 0 0 2 2
1 121 3 28 206 128 16384 3 1 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.27 0 0 0 0 0 0 3 0 0 0 0 0 0 1.28 0 0 0 0 0 3 4
1 8 2 1 1 145 21025 4 7 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.36 0 0 0 0 0 0 3 0 0 0 0 0 0 1.45 0 0 0 0 0 6 3
1 5 1 3 11 163 26569 2 1 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.51 0 0 0 0 0 0 3 0 0 0 0 0 0 1.63 0 0 0 0 0 2 2
1 16 4 23 21 486 236196 4 5 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.12 0 0 0 0 0 0 2 0 0 0 0 0 0 4.86 0 0 6 2
1 23 1 3 63 396 156816 2 35 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.19 0 0 0 0 0 0 2 0 0 0 0 0 0 3.96 0 0 6 2
1 50 6 20 53 387 149769 4 19 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.70 0 0 0 0 0 0 3 0 0 0 0 0 0 3.87 0 0 6 2
1 46 6 2 18 152 23104 1 1 1 0 0 0 KV conventional 0 1 0 0 0 0 0 0 0.96 0 0 0 0 0 0 2 0 0 0 0 0 0 1.52 0 0 0 0 0 4 4
1 46 6 2 18 151 22801 1 1 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.51 0 0 0 0 0 0 3 0 0 0 0 0 0 1.51 0 0 0 0 0 2 2
1 10 2 3 5 141 19881 1 32 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.29 0 0 0 0 0 0 3 0 0 0 0 0 0 1.41 0 0 0 0 0 3 3
1 1 1 1 1 168 28224 3 10 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.20 0 0 0 0 0 0 3 0 0 0 0 0 0 1.68 0 0 0 0 0 3 5
1 38 2 1 43 132 17424 3 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.25 0 0 0 0 0 0 3 0 0 0 0 0 0 1.32 0 0 0 0 0 2 2
1 38 2 2 43 164 26896 3 18 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.41 0 0 0 0 0 0 3 0 0 0 0 0 0 1.64 0 0 0 0 0 6 3
1 38 2 2 43 164 26896 3 18 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.45 0 0 0 0 0 0 3 0 0 0 0 0 0 1.64 0 0 0 0 0 6 3
1 13 3 13 16 308 94864 4 23 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.68 0 0 0 0 0 0 3 0 0 0 0 0 0 3.08 0 0 6 2
1 1 2 19 1 177 31329 2 10 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 0.96 0 0 0 0 0 0 3 0 0 0 0 0 0 1.77 0 0 0 0 0 3 5
1 1 3 24 1 157 24649 2 10 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.29 0 0 0 0 0 0 3 0 0 0 0 0 0 1.57 0 0 0 0 0 3 4
1 13 1 12 29 342 116964 2 23 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.25 0 0 0 0 0 0 3 0 0 0 0 0 0 3.42 0 0 6 2
1 13 1 3 29 389 151321 2 3 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.16 0 0 0 0 0 0 3 0 0 0 0 0 0 3.89 0 0 6 2
1 13 1 3 29 389 151321 2 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.25 0 0 0 0 0 0 3 0 0 0 0 0 0 3.89 0 0 6 2
1 25 1 12 29 370 136900 1 19 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.16 0 0 0 0 0 0 3 0 0 0 0 0 0 3.70 0 0 6 2
1 38 6 9 43 144 20736 3 1 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.35 0 0 0 0 0 0 3 0 0 0 0 0 0 1.44 0 0 0 0 0 2 2
1 50 6 2 53 387 149769 1 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 3.09 0 0 0 0 0 0 3 0 0 0 0 0 0 3.87 0 0 2 2
3 37 3 6 34 417 173889 2 37 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 2.13 0 0 0 0 0 0 3 0 0 0 0 0 0 4.17 0 0 2 3
3 37 3 6 34 409 167281 2 31 1 0 0 0 RG conventional 0 0 0 0 5 0 0 0 0 0 0 2.12 0 0 0 0 0 0 4 0 0 0 0 0 0 4.09 0 0 5 5
1 73 6 1 9 430 184900 2 19 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.15 0 0 0 0 0 0 2 0 0 0 0 0 0 4.30 0 0 6 2
1 2 4 23 8 423 178929 3 1 1 0 0 0 MT conventional 0 0 0 0 3 0 0 0 0 0 0 2.63 0 0 0 0 0 0 3 0 0 0 0 0 0 4.23 0 0 2 3
3 8 2 12 1 189 35721 4 19 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.14 0 0 0 0 0 0 3 0 0 0 0 0 0 1.89 0 0 0 0 0 6 1
1 18 3 16 6 446 198916 2 31 5 0 0 0 MT 8 0 0 0 6 0 0 0 0 0 0 2.36 0 0 0 0 0 0 4 0 0 0 0 0 0 4.46 0 0 0 1 1
1 18 3 61 6 389 151321 3 37 5 0 0 0 MT 8 0 0 0 7 0 0 0 0 0 0 2.86 0 0 0 0 0 0 3 0 0 0 0 0 0 3.89 0 0 0 2 2
1 18 3 61 6 375 140625 3 37 5 0 0 0 MT 8 0 0 0 7 0 0 0 0 0 0 3.00 0 0 0 0 0 0 3 0 0 0 0 0 0 3.75 0 0 0 2 2
1 28 1 3 37 156 24336 4 1 1 0 0 0 KV conventional 0 1 0 0 0 0 0 0 1.17 0 0 0 0 0 0 2 0 0 0 0 0 0 1.56 0 0 0 0 0 2 2
1 30 1 12 26 354 125316 4 19 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.81 0 0 0 0 0 0 3 0 0 0 0 0 0 3.54 0 0 6 2
1 36 1 12 46 155 24025 3 9 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.46 0 0 0 0 0 0 3 0 0 0 0 0 0 1.55 0 0 0 0 0 2 2
3 124 3 4 211 133 17689 1 23 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.08 0 0 0 0 0 0 3 0 0 0 0 0 0 1.33 0 0 0 0 0 6 2
1 124 3 4 211 133 17689 1 23 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.40 0 0 0 0 0 0 3 0 0 0 0 0 0 1.33 0 0 0 0 0 6 2
3 27 1 12 19 531 281961 3 3 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 2.98 0 0 0 0 0 0 3 0 0 0 0 0 0 5.31 0 0 6 2
1 23 1 3 63 490 240100 2 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 2.88 0 0 0 0 0 0 3 0 0 0 0 0 0 4.90 0 0 6 2
3 5 5 7 11 143 20449 3 19 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.41 0 0 0 0 0 0 3 0 0 0 0 0 0 1.43 0 0 0 0 0 6 2
1 36 2 19 46 158 24964 3 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.24 0 0 0 0 0 0 3 0 0 0 0 0 0 1.58 0 0 0 0 0 2 2
3 10 5 15 5 146 21316 4 35 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.35 0 0 0 0 0 0 3 0 0 0 0 0 0 1.46 0 0 0 0 0 6 1
3 14 6 20 56 452 204304 4 35 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 2.99 0 0 0 0 0 0 3 0 0 0 0 0 0 4.52 0 0 6 1
1 23 1 1 11 150 22500 4 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.17 0 0 0 0 0 0 2 0 0 0 0 0 0 1.50 0 0 0 0 0 2 3
1 42 3 4 4 500 250000 3 25 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.29 0 0 0 0 0 0 3 0 0 0 0 0 0 5.00 0 0 6 1
1 10 2 2 5 154 23716 4 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 0.99 0 0 0 0 0 0 2 0 0 0 0 0 0 1.54 0 0 0 0 0 2 2
1 1 3 17 1 161 25921 3 29 1 0 0 0 KV conventional 0 1 0 0 0 0 0 0 1.14 0 0 0 0 0 0 1 0 0 0 0 0 0 1.61 0 0 0 0 0 3 3
1 18 2 2 162 445 198025 2 37 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.07 0 0 0 0 0 0 3 0 0 0 0 0 0 4.45 0 0 2 3
1 78 3 20 4 446 198916 1 32 1 0 0 0 MT conventional 0 0 0 0 5 0 0 0 0 0 0 3.17 0 0 0 0 0 0 2 0 0 0 0 0 0 4.46 0 0 3 4
3 57 1 19 42 499 249001 4 3 1 0 0 0 RG conventional 0 0 0 0 7 0 0 0 0 0 0 2.92 0 0 0 0 0 0 3 0 0 0 0 0 0 4.99 0 0 6 2
1 10 1 3 5 136 18496 2 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.23 0 0 0 0 0 0 3 0 0 0 0 0 0 1.36 0 0 0 0 0 2 3
1 1 3 24 1 164 26896 2 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.09 0 0 0 0 0 0 1 0 0 0 0 0 0 1.64 0 0 0 0 0 2 2
1 21 4 4 21 395 156025 4 7 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.16 0 0 0 0 0 0 2 0 0 0 0 0 0 3.95 0 0 6 3
1 43 3 6 6 396 156816 2 37 5 0 0 0 MT 8 0 0 0 5 0 0 0 0 0 0 2.60 0 0 0 0 0 0 4 0 0 0 0 0 0 3.96 0 0 0 3 3
1 43 5 53 6 461 212521 4 31 4 0 0 0 MT 3 0 0 0 7 0 0 0 0 0 0 3.34 0 0 0 0 0 0 3 0 0 0 0 0 0 4.61 0 0 0 4 5
1 5 5 20 11 176 30976 4 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.33 0 0 0 0 0 0 2 0 0 0 0 0 0 1.76 0 0 0 0 0 2 2
1 78 3 8 4 496 246016 4 19 1 0 0 0 MT conventional 0 0 0 0 4 0 0 0 0 0 0 3.12 0 0 0 0 0 0 2 0 0 0 0 0 0 4.96 0 0 6 2
1 75 3 4 44 143 20449 1 1 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.31 0 0 0 0 0 0 3 0 0 0 0 0 0 1.43 0 0 0 0 0 2 2
1 46 1 1 30 363 131769 2 23 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.61 0 0 0 0 0 0 3 0 0 0 0 0 0 3.63 0 0 6 2
1 23 1 1 63 383 146689 4 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.12 0 0 0 0 0 0 3 0 0 0 0 0 0 3.83 0 0 6 3
1 13 3 9 16 358 128164 4 22 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 2.47 0 0 0 0 0 0 3 0 0 0 0 0 0 3.58 0 0 2 2
1 192 1 12 81 139 19321 4 3 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.48 0 0 0 0 0 0 4 0 0 0 0 0 0 1.39 0 0 0 0 0 6 2
1 142 3 23 127 151 22801 1 23 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.35 0 0 0 0 0 0 3 0 0 0 0 0 0 1.51 0 0 0 0 0 6 2
1 63 3 8 16 295 87025 3 3 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 2.60 0 0 0 0 0 0 3 0 0 0 0 0 0 2.95 0 0 6 3
3 19 1 12 15 138 19044 3 3 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.25 0 0 0 0 0 0 3 0 0 0 0 0 0 1.38 0 0 0 0 0 6 3
1 19 1 1 15 159 25281 3 9 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.31 0 0 0 0 0 0 3 0 0 0 0 0 0 1.59 0 0 0 0 0 2 3
1 19 2 12 15 170 28900 2 3 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.37 0 0 0 0 0 0 1 0 0 0 0 0 0 1.70 0 0 0 0 0 6 2
2 86 3 11 153 177 31329 1 17 3 0 0 0 KV 1 6 0 0 0 0 0 0 1.29 0 0 0 0 0 0 2 0 0 0 0 0 0 1.77 0 0 0 0 0 0 6 2
2 86 3 11 153 177 31329 1 17 3 0 0 0 KV 1 5 0 0 0 0 0 0 1.28 0 0 0 0 0 0 2 0 0 0 0 0 0 1.77 0 0 0 0 0 0 6 2
3 212 3 11 153 179 32041 3 17 3 0 0 0 KV 1 7 0 0 0 0 0 0 1.28 0 0 0 0 0 0 3 0 0 0 0 0 0 1.79 0 0 0 0 0 0 6 2
3 212 3 11 153 172 29584 1 17 3 0 0 0 KV 1 6 0 0 0 0 0 0 1.33 0 0 0 0 0 0 3 0 0 0 0 0 0 1.72 0 0 0 0 0 0 6 2
3 212 3 11 153 153 23409 1 17 3 0 0 0 KV 1 7 0 0 0 0 0 0 1.44 0 0 0 0 0 0 3 0 0 0 0 0 0 1.53 0 0 0 0 0 0 6 2
2 212 3 11 153 169 28561 4 17 3 0 0 0 KV 1 6 0 0 0 0 0 0 1.35 0 0 0 0 0 0 3 0 0 0 0 0 0 1.69 0 0 0 0 0 0 6 1
2 212 3 11 153 167 27889 4 17 3 0 0 0 KV 1 6 0 0 0 0 0 0 1.44 0 0 0 0 0 0 2 0 0 0 0 0 0 1.67 0 0 0 0 0 0 6 1
2 212 3 5 153 178 31684 4 17 3 0 0 0 KV 1 6 0 0 0 0 0 0 1.36 0 0 0 0 0 0 2 0 0 0 0 0 0 1.78 0 0 0 0 0 0 6 1
3 212 3 20 153 173 29929 3 17 3 0 0 0 KV 1 7 0 0 0 0 0 0 1.35 0 0 0 0 0 0 2 0 0 0 0 0 0 1.73 0 0 0 0 0 0 6 1
3 212 3 4 153 165 27225 3 17 3 0 0 0 KV 1 6 0 0 0 0 0 0 1.32 0 0 0 0 0 0 2 0 0 0 0 0 0 1.65 0 0 0 0 0 0 6 2
3 143 3 11 153 179 32041 4 17 3 0 0 0 KV 1 6 0 0 0 0 0 0 1.21 0 0 0 0 0 0 2 0 0 0 0 0 0 1.79 0 0 0 0 0 0 6 2
1 155 1 3 232 153 23409 4 3 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.06 0 0 0 0 0 0 1 0 0 0 0 0 0 1.53 0 0 0 0 0 6 2
1 155 2 1 232 165 27225 4 3 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 0.74 0 0 0 0 0 0 1 0 0 0 0 0 0 1.65 0 0 0 0 0 6 2
3 155 2 3 232 159 25281 1 19 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 0.78 0 0 0 0 0 0 1 0 0 0 0 0 0 1.59 0 0 0 0 0 6 1
3 155 6 2 232 159 25281 1 19 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.37 0 0 0 0 0 0 3 0 0 0 0 0 0 1.59 0 0 0 0 0 6 1
3 223 2 7 232 165 27225 3 19 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.37 0 0 0 0 0 0 3 0 0 0 0 0 0 1.65 0 0 0 0 0 6 2
1 223 2 3 232 168 28224 1 3 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.67 0 0 0 0 0 0 3 0 0 0 0 0 0 1.68 0 0 0 0 0 6 3
1 223 2 3 232 166 27556 2 3 1 0 0 0 KV conventional 0 7 0 0 0 0 0 0 1.65 0 0 0 0 0 0 3 0 0 0 0 0 0 1.66 0 0 0 0 0 6 2
1 223 2 12 232 158 24964 2 19 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.48 0 0 0 0 0 0 3 0 0 0 0 0 0 1.58 0 0 0 0 0 6 2
1 4 4 13 8 380 144400 4 19 1 0 0 0 MT conventional 0 0 0 0 7 0 0 0 0 0 0 3.25 0 0 0 0 0 0 3 0 0 0 0 0 0 3.80 0 0 6 2
3 38 2 2 43 163 26569 3 22 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.28 0 0 0 0 0 0 3 0 0 0 0 0 0 1.63 0 0 0 0 0 1 1
1 136 4 4 66 148 21904 3 10 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.31 0 0 0 0 0 0 3 0 0 0 0 0 0 1.48 0 0 0 0 0 3 5
1 91 4 8 66 184 33856 1 10 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.31 0 0 0 0 0 0 3 0 0 0 0 0 0 1.84 0 0 0 0 0 3 5
1 10 1 3 5 143 20449 2 10 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.12 0 0 0 0 0 0 3 0 0 0 0 0 0 1.43 0 0 0 0 0 3 5
1 4 4 9 30 349 121801 2 26 1 0 0 0 MT conventional 0 0 0 0 6 0 0 0 0 0 0 3.01 0 0 0 0 0 0 3 0 0 0 0 0 0 3.49 0 0 6 3
3 10 1 12 42 464 215296 1 35 1 0 0 0 RG conventional 0 0 0 0 6 0 0 0 0 0 0 2.83 0 0 0 0 0 0 3 0 0 0 0 0 0 4.64 0 0 6 3
1 5 5 20 11 167 27889 3 1 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.48 0 0 0 0 0 0 3 0 0 0 0 0 0 1.67 0 0 0 0 0 2 2
1 32 6 1 111 122 14884 3 21 1 0 0 0 KV conventional 0 6 0 0 0 0 0 0 1.37 0 0 0 0 0 0 3 0 0 0 0 0 0 1.22 0 0 0 0 0 6 2
1 46 6 9 18 173 29929 1 1 1 0 0 0 KV conventional 0 4 0 0 0 0 0 0 1.38 0 0 0 0 0 0 3 0 0 0 0 0 0 1.73 0 0 0 0 0 2 2
1 11 6 5 18 166 27556 3 1 1 0 0 0 KV conventional 0 3 0 0 0 0 0 0 1.29 0 0 0 0 0 0 3 0 0 0 0 0 0 1.66 0 0 0 0 0 2 2
1 8 1 12 1 160 25600 4 1 1 0 0 0 KV conventional 0 2 0 0 0 0 0 0 1.18 0 0 0 0 0 0 3 0 0 0 0 0 0 1.60 0 0 0 0 0 2 2
1 8 1 12 1 160 25600 4 1 1 0 0 0 KV conventional 0 1 0 0 0 0 0 0 0.96 0 0 0 0 0 0 2 0 0 0 0 0 0 1.60 0 0 0 0 0 2 2
3 90 1 1 59 162 26244 1 22 1 0 0 0 KV conventional 0 5 0 0 0 0 0 0 1.26 0 0 0 0 0 0 4 0 0 0 0 0 0 1.62 0 0 0 0 0 1 1
